Código;Cód. Nacional;Descripción;Unidades;P.C.M.;P.C.M. Línea;P.V.P. Línea;P.V.P.;IVA;Caducidad;
8470006934944;693494;AMOXCLAV NORM 875125MG 30SOB;4;6,15;24,60;40,84;10,21;4,00;01/04/2027;
8470006934975;693497;AMOXCLAV NORMON500125MG 30CO;7;3,52;24,64;40,88;5,84;4,00;01/03/2027;
8470006934937;693493;AMOXCLAV NORMON500125MG 30SO;3;3,62;10,86;17,52;5,84;4,00;01/07/2026;
8470006934951;693495;AMOXCLAV NORMON875125MG 20SO;1;4,10;4,10;6,81;6,81;4,00;01/03/2027;
8470005841878;584187;AMOXIBACTIN 250 MG 10 COM;6;12,80;76,80;131,70;21,95;10,00;01/02/2028;
8470005842004;584200;AMOXIBACTIN 500 MG 10 COM;6;15,71;94,26;155,70;25,95;10,00;01/02/2028;
8470005841748;584174;AMOXIBACTIN 50MG 10 COM;6;6,93;41,58;71,70;11,95;10,00;01/02/2028;
8470006946961;694696;AMOXICILINA CINFA 500MG 30SOB;1;2,14;2,14;4,00;4,00;4,00;01/12/2027;
8470006947302;694730;AMOXICILINA NORMN 500MG 20CAP;2;1,25;2,50;7,00;3,50;4,00;01/03/2028;
8470006947289;694728;AMOXICILINA NORMON 1G 20COMP;2;1,91;3,82;10,68;5,34;4,00;01/03/2027;
8470006947326;694732;AMOXICILINA NORMON 1G 20SOB;7;2,33;16,31;37,38;5,34;4,00;01/11/2027;
8470006947296;694729;AMOXICILINA NORMON 1G 30COMP;8;2,87;22,96;63,92;7,99;4,00;01/03/2027;
8470006947333;694733;AMOXICILINA NORMON 1G 30SOB;3;3,82;11,46;23,97;7,99;4,00;01/02/2028;
8470008231874;823187;AMOXICILINA NORMON 250MG 120ML;27;1,94;52,38;86,94;3,22;4,00;01/11/2027;
8470006947265;694726;AMOXICILINA NORMON 500MG 20COM;2;1,76;3,52;7,00;3,50;4,00;01/07/2027;
8470006947340;694734;AMOXICILINA NORMON 500MG 20SOB;2;1,96;3,92;7,00;3,50;4,00;01/03/2027;
8470006947319;694731;AMOXICILINA NORMON 500MG 30CAP;1;2,01;2,01;4,00;4,00;4,00;01/03/2028;
8470006947272;694727;AMOXICILINA NORMON 500MG 30CO;2;1,72;3,44;8,00;4,00;4,00;01/07/2027;
8470007002932;700293;AMOXICILINA NORMON 750MG 20COM;2;1,94;3,88;8,00;4,00;4,00;01/06/2027;
8470007002956;700295;AMOXICILINA NORMON 750MG 30COM;17;2,16;36,72;102,17;6,01;4,00;01/05/2027;
8470007642510;764251;AMOXICILINA SDZ2505MGML100ML;2;1,83;3,66;5,38;2,69;4,00;01/10/2027;
8470001774866;177486;ANA L J COLAGEN MAGN POL 350GR;2;17,28;34,56;51,90;25,95;10,00;01/11/2026;
8470001774835;177483;ANA L J COLAGENO MAGN 180 COM;1;6,56;6,56;11,95;11,95;10,00;01/12/2029;
8470001774842;177484;ANA L J COLAGENO MAGN 450 COM;1;12,11;12,11;20,95;20,95;10,00;01/01/2029;
8470001867827;186782;ANA L J TRIPTOF MEL MG+VIB6 60;1;9,71;9,71;15,95;15,95;10,00;01/12/2028;
8470006940525;694052;ANACLOSIL 500 MG 20 CAPS;2;3,18;6,36;10,12;5,06;4,00;01/08/2026;
8470006940532;694053;ANACLOSIL 500 MG 40 CAPS;2;6,80;13,60;20,20;10,10;4,00;01/12/2026;
8470006957424;695742;ANAFRANIL 75 MG 28 COMP;1;6,47;6,47;9,49;9,49;4,00;01/03/2030;
8470007763444;776344;ANAGASTRA 20 MG 28 COMP;1;5,96;5,96;8,74;8,74;4,00;01/01/2028;
8470006701744;670174;ANALGILASA 20 COMP;1;3,65;3,65;5,59;5,59;4,00;01/10/2028;
8470003443821;344382;ANDINA 30 ML;1;10,82;10,82;15,95;15,95;21,00;01/04/2028;
8470009340919;934091;ANGILEPTOL MIEL LIMON 30 COMP;1;7,22;7,22;11,99;11,99;4,00;01/12/2026;
8470009179144;917914;ANGINOVAG AEROSOL 20 ML;1;7,83;7,83;11,69;11,69;4,00;01/09/2028;
8470006943724;694372;ANGIODROX RET 90 MG 60 CAPS;1;9,34;9,34;13,71;13,71;4,00;01/01/2028;
8470000094330;009433;ANIMA STRATH 100 ML;1;9,97;9,97;17,95;17,95;10,00;01/04/2030;
8470007025665;702566;ANORO 5522MCG INHAL 30UNIDO;2;47,93;95,86;140,50;70,25;4,00;01/06/2027;
8470007091622;709162;ANSO PDA 50 G;1;9,72;9,72;15,44;15,44;4,00;01/06/2028;
8470001562562;156256;ANSOLLITAS 50 UN;1;6,06;6,06;8,95;8,95;21,00;01/06/2030;
8470007006817;700681;ANTABUS 250 MG 40 COM;1;5,74;5,74;8,41;8,41;4,00;01/01/2030;
8470001548849;154884;ANTHELIOS 50+ FLUIDO COLO 50ML;2;18,28;36,56;53,90;26,95;21,00;01/03/2027;
8470001963031;196303;ANTHELIOS 50+ SPRAY INF 200 ML;1;19,89;19,89;28,95;28,95;21,00;01/04/2028;
8470003905008;390500;ANTHELIOS CONT FLUI COL50+ 50;2;18,02;36,04;55,90;27,95;21,00;01/12/2026;
8470001660732;166073;ANTHELIOS CONT GELCR 50+ 50ML;1;17,97;17,97;26,95;26,95;21,00;01/03/2028;
8470003949088;394908;ANTHELIOS CORRECT 50+ 50 ML;1;22,51;22,51;32,95;32,95;21,00;01/09/2027;
8470003917551;391755;ANTHELIOS CORRECT COLO50+ 50ML;3;22,10;66,30;98,85;32,95;21,00;01/06/2027;
8470001737687;173768;ANTHELIOS CR HIDR 50+COLOR50;1;19,87;19,87;26,95;26,95;21,00;01/09/2026;
8470001621269;162126;ANTHELIOS FAMILY SPY 50+ 300ML;2;22,62;45,24;65,90;32,95;21,00;01/02/2028;
8470001621290;162129;ANTHELIOS NIÑOS LECHE50+ 250ML;1;22,62;22,62;32,95;32,95;21,00;01/04/2027;
8470001814388;181438;ANTHELIOS PEDIAT FLUID 50 ML;1;18,08;18,08;26,95;26,95;21,00;01/12/2026;
8470001525970;152597;ANTHELIOS UV MUNE 400 50+ 50ML;1;19,88;19,88;28,95;28,95;21,00;01/03/2028;
8470002387751;238775;ANTHELIOS UVAIR 50+ 40 ML;2;19,14;38,28;55,90;27,95;21,00;01/01/2028;
8470001822475;182247;ANTHELIOS WET SKIN 50+ 200 ML;1;22,31;22,31;32,95;32,95;21,00;01/11/2027;
8470001822451;182245;ANTHELIOS WET SKIN PED 50+ 200;2;22,24;44,48;65,90;32,95;21,00;01/11/2027;
8470001517951;151795;ANTHELIOS XL 50+ MUNE CR SPER;2;17,97;35,94;55,90;27,95;21,00;01/12/2027;
8470001587718;158771;ANTHELIOS XL 50+ SPERF 250 ML;2;22,31;44,62;65,90;32,95;21,00;01/04/2028;
8470007417934;741793;ANTICONGESTIVA CUSI LASSAR 45G;1;7,34;7,34;10,72;10,72;4,00;01/08/2028;
8470007644545;764454;ANTIDOL 1 GR 10 SOBRES;1;3,98;3,98;6,15;6,15;4,00;01/11/2026;
8470007326991;732699;ANTIDOL 1000MG 10STICK;1;2,29;2,29;6,85;6,85;4,00;01/01/2027;
8470007304104;730410;ANTIDOL 1G 10C;1;1,32;1,32;3,95;3,95;4,00;01/07/2027;
8470009618056;961805;ANTIDOL 500 MG 20 COMP;1;2,69;2,69;3,95;3,95;4,00;01/09/2027;
8470007304128;730412;ANTIDOL 650 20C;1;1,50;1,50;4,50;4,50;4,00;01/04/2027;
8470007652076;765207;ANTIDOL DUAL 500200MG 20COM;2;2,32;4,64;13,90;6,95;4,00;01/07/2028;
8470001100443;110044;ANTIFAZ FLEMING GEL FRIOCALOR;1;10,00;10,00;14,95;14,95;21,00;01/04/2030;
8470009527709;952770;ANTIVERRUGAS ISDIN SOLU 20 ML;2;7,14;14,28;23,70;11,85;4,00;01/04/2028;
8470001954183;195418;AP DYNAMIC COLLARIN CERVICA TU;1;7,35;7,35;12,95;12,95;10,00;01/08/2029;
8470002011250;201125;AP DYNAMIC PELOTA REHAB FIRME;1;4,19;4,19;6,95;6,95;21,00;01/12/2030;
8470002011274;201127;AP DYNAMIC PELOTA REHAB SUAVE;1;4,19;4,19;6,95;6,95;21,00;01/12/2030;
8470007059981;705998;APALOZ 10 MG 28 COM;1;32,24;32,24;47,18;47,18;4,00;01/11/2026;
8470007059974;705997;APALOZ 5 MG 28 COM;1;16,11;16,11;23,59;23,59;4,00;01/05/2027;
8470006560730;656073;APIDRA 100UIML 3ML SOLOST 5PL;1;32,02;32,02;46,97;46,97;4,00;01/07/2027;
8470007507116;750711;APIRETAL 100 MG GOT 30 ML;1;1,19;1,19;1,75;1,75;4,00;01/06/2028;
8470007505211;750521;APIRETAL 100 MG GOT 60 ML;1;2,13;2,13;3,12;3,12;4,00;01/09/2028;
8470006612675;661267;APIRETAL 100 MG GOT 90 ML;1;4,97;4,97;7,40;7,40;4,00;01/04/2028;
8470006624104;662410;APIRETAL 325 MG BCD 24 COMP;1;2,76;2,76;4,06;4,06;4,00;01/04/2028;
8470006624142;662414;APIRETAL 500 MG BCD 12 COMP;3;1,70;5,10;7,50;2,50;4,00;01/11/2028;
8470006624135;662413;APIRETAL BUCODIS 500 MG 24 COM;1;4,05;4,05;5,95;5,95;4,00;01/10/2028;
8470006642672;664267;APIROFENO 4% SUSP ORAL 50 ML;1;1,39;1,39;2,03;2,03;4,00;01/11/2028;
8470008602131;860213;APOCARD 100 MG 60 COMP;1;10,88;10,88;15,95;15,95;4,00;01/06/2028;
8470002109001;210900;APOSAN APOSITO CICATR 5X30 5U;1;17,42;17,42;25,95;25,95;10,00;01/12/2028;
8470002108998;210899;APOSAN APOSITO CICATR 5X7.2 5U;1;11,20;11,20;16,95;16,95;10,00;01/04/2030;
8470002128859;212885;APOSAN APOSITOS CALENTURA 15U;1;3,49;3,49;8,95;8,95;10,00;01/11/2028;
8470002076945;207694;APOSAN ARO PROTECTOR 6U;1;1,95;1,95;3,95;3,95;10,00;01/02/2027;
8470002101265;210126;APOSAN BASTON ING BIRREG INF;2;10,13;20,26;31,90;15,95;10,00;01/11/2026;
8470001997579;199757;APOSAN BASTON INGLES BIRREGUL. 1U;2;6,26;12,52;19,90;9,95;10,00;01/11/2050;
APOS8224;APOS8224;APOSAN BASTÓN PLEGABLE ELTON 1 UNIDAD;1;8,67;8,67;14,95;14,95;21,00;01/11/2026;
APOS8217;APOS8217;APOSAN BASTÓN PLEGABLE LOLA 1 UNIDAD;2;8,67;17,34;31,90;15,95;21,00;01/11/2026;
8470002000544;200054;APOSAN BASTONCILLOS BEBE 50U;1;1,36;1,36;1,95;1,95;21,00;01/12/2030;
8470002188563;218856;APOSAN BOLI PUNZON GLUC BG-709;1;6,99;6,99;10,95;10,95;21,00;01/04/2030;
8470002051805;205180;APOSAN BOLSAS LECHE MATER 25U;1;4,86;4,86;7,95;7,95;21,00;01/09/2026;
8470002125513;212551;APOSAN BOTIQ ALGODON ZIGZ 200G;1;1,39;1,39;2,95;2,95;10,00;01/04/2029;
8470002125506;212550;APOSAN BOTIQ ALGODON ZIGZA100G;1;0,84;0,84;1,95;1,95;10,00;01/06/2029;
8470002125490;212549;APOSAN BOTIQ ALGODON ZIGZAG50G;1;0,56;0,56;0,95;0,95;10,00;01/03/2030;
8470000267611;026761;APOSAN BOTIQ SUERO FISIOL 10U;1;1,16;1,16;2,95;2,95;21,00;01/10/2028;
8470002037502;203750;APOSAN CAJA PAÑUEL 2C 150U;1;1,78;1,78;2,95;2,95;21,00;01/10/2026;
FARL4344;FARL4344;APOSAN CALENTITO OSO;1;11,90;11,90;22,95;22,95;21,00;01/05/2045;
8470000283758;028375;APOSAN CALENTITOS LEON;1;15,37;15,37;22,95;22,95;21,00;01/12/2030;
8470000257193;025719;APOSAN CALENTITOS PINGÜINO;1;15,37;15,37;22,95;22,95;21,00;01/09/2027;
FARL4887;FARL4887;APOSAN CALENTITOS UNICORNIO;1;15,37;15,37;22,95;22,95;21,00;01/11/2026;
8470000305115;030511;APOSAN CALENTITOS VACA;1;15,37;15,37;22,95;22,95;21,00;01/05/2030;
8470002162600;216260;APOSAN CLORHEXIDINA SP 100ML;2;4,17;8,34;13,90;6,95;10,00;01/05/2027;
8470001987563;198756;APOSAN CORTADOR TRITURADO;1;3,50;3,50;5,95;5,95;21,00;01/12/2030;
8470002078888;207888;APOSAN CUBRE ESCAYOL MED BRAZO;1;7,82;7,82;12,95;12,95;21,00;01/05/2027;
8470001982018;198201;APOSAN DIFUSOR DE AROMAS;1;18,00;18,00;28,95;28,95;21,00;01/12/2030;
8470002056077;205607;APOSAN EMPAPADOR 60X40 20U;1;4,86;4,86;8,95;8,95;21,00;01/11/2026;
APOS5730;APOS5730;APOSAN ESENCIA TE VERDE 10ML;1;3,47;3,47;6,95;6,95;21,00;01/10/2026;
8470003349680;334968;APOSAN ESPARA PAP HIP SC 5X2.5;1;1,05;1,05;2,95;2,95;10,00;01/05/2030;
8470003349673;334967;APOSAN ESPARA TBL SC 5X2.5;1;1,23;1,23;2,95;2,95;10,00;01/05/2030;
8470003349666;334966;APOSAN ESPARA TPI HIP SC 5X2.5;1;1,23;1,23;2,95;2,95;10,00;01/07/2030;
8470002120297;212029;APOSAN ESPARAD SEDA BL2.5X5;2;1,50;3,00;5,90;2,95;10,00;01/12/2028;
8470001783462;178346;APOSAN ESPARAD TPI 5X1.25;1;1,05;1,05;2,95;2,95;10,00;01/03/2028;
8470001783479;178347;APOSAN ESPARAD TPI 5X5;1;1,93;1,93;2,95;2,95;10,00;01/05/2030;
8470002111424;211142;APOSAN ESPARAD TRANS MICR2.5X5;1;1,42;1,42;2,95;2,95;10,00;01/12/2028;
APOS5159;APOS5159;APOSAN GEL HIDROALC AH 50ML;1;1,21;1,21;1,95;1,95;21,00;01/01/2027;
8470002084896;208489;APOSAN GUANTES LATEX L 50U;1;4,16;4,16;6,95;6,95;21,00;01/09/2027;
8470002084872;208487;APOSAN GUANTES LATEX M 50U;1;4,15;4,15;6,95;6,95;21,00;01/11/2027;
8470002084865;208486;APOSAN GUANTES LATEX S 50U;1;4,19;4,19;6,95;6,95;21,00;01/09/2027;
8470002083318;208331;APOSAN GUANTES NITRILO L 50U;1;4,15;4,15;6,95;6,95;21,00;01/10/2028;
8470002083295;208329;APOSAN GUANTES NITRILO M 50U;1;4,19;4,19;6,95;6,95;21,00;01/12/2029;
8470002076716;207671;APOSAN HIDROCOLID MED 5U;1;3,49;3,49;5,95;5,95;10,00;01/11/2027;
8470000268243;026824;APOSAN HOME FLOR PERFUM FRUTAL;1;6,26;6,26;9,95;9,95;21,00;01/05/2028;
8470002034594;203459;APOSAN JERINGA 5ML SIN AGUJA;2;0,13;0,26;1,20;0,60;21,00;01/04/2029;
8470002084483;208448;APOSAN JERINGA 60ML CATETER 1U;1;0,63;0,63;1,30;1,30;21,00;01/11/2029;
8470002132160;213216;APOSAN JERINGA DE IRRIG 2U;1;2,80;2,80;5,95;5,95;21,00;01/03/2027;
8470001866448;186644;APOSAN JERINGU CA0.8X40 2.5ML;4;0,15;0,60;2,40;0,60;21,00;01/08/2029;
8470001866424;186642;APOSAN JERINGU CAG 0.8X40 5ML;1;0,16;0,16;0,60;0,60;21,00;01/12/2029;
8470001866417;186641;APOSAN JERINGU CAG0.8X40 10ML;3;0,20;0,60;2,85;0,95;21,00;01/11/2029;
FARL0213;FARL0213;APOSAN MASC QUIR IIR NEGRA 10 UDS;1;1,11;1,11;3,95;3,95;21,00;01/12/2026;
8470001987761;198776;APOSAN ORINAL CUÑA 1UD;1;5,53;5,53;8,95;8,95;21,00;01/11/2026;
FARL0016;FARL0016;APOSAN PAÑUELOS LOCION 10X10;2;2,02;4,04;1,00;0,50;21,00;01/09/2028;
FARL0186;FARL0186;APOSAN PAÑUELOS MENTOL 10x10U;7;2,02;14,14;3,50;0,50;21,00;01/05/2035;
8470002110762;211076;APOSAN PARCHE OCULAR AD 20U;1;2,80;2,80;4,95;4,95;10,00;01/06/2028;
8470000264443;026444;APOSAN PASTILLER DIA 3 TOMA;1;3,14;3,14;4,95;4,95;21,00;01/02/2028;
8470000264429;026442;APOSAN PASTILLER DIARIO 2 TOMA;1;3,14;3,14;4,95;4,95;21,00;01/09/2026;
8470002104051;210405;APOSAN PASTILLER SEMAN 3T MAXI;1;6,99;6,99;10,95;10,95;21,00;01/01/2028;
8470001982575;198257;APOSAN PASTILLERO SEMANAL 4TOMA;1;5,59;5,59;8,95;8,95;21,00;01/12/2030;
8470002009615;200961;APOSAN PULSERA CABO CITRON 3U;1;4,18;4,18;6,95;6,95;21,00;01/07/2027;
8470002081925;208192;APOSAN PULSIOXIMETRO DEDO 1UD;1;41,96;41,96;61,95;61,95;21,00;01/08/2030;
8470002141988;214198;APOSAN STICK ANTIROZADURAS 8G;1;4,88;4,88;7,95;7,95;21,00;01/05/2027;
8470002190344;219034;APOSAN SUERO FISIOLOG 1000ML;2;3,91;7,82;11,90;5,95;21,00;01/10/2030;
8470002159167;215916;APOSAN TAPON CERA CALGOD 8U;1;2,09;2,09;3,95;3,95;21,00;01/08/2028;
8470002159174;215917;APOSAN TAPON ESPUMA ML LIMA4U;1;2,09;2,09;3,95;3,95;21,00;01/04/2029;
8470002159181;215918;APOSAN TAPON ESPUMA S RS 4U;1;2,09;2,09;3,95;3,95;21,00;01/09/2028;
8470002159235;215923;APOSAN TAPON SILICON MOLD 6U;1;2,45;2,45;3,95;3,95;21,00;01/04/2030;
8470002159204;215920;APOSAN TAPON SILICON REUT L 2U;1;2,45;2,45;3,95;3,95;21,00;01/03/2029;
8470002159198;215919;APOSAN TAPON SILICON REUT S 2U;1;2,45;2,45;3,95;3,95;21,00;01/09/2029;
8470002174856;217485;APOSAN TERMOMETRO DIG JUMBO;1;5,75;5,75;8,95;8,95;21,00;01/09/2030;
8470002128002;212800;APOSAN TERMOMETRO GALIO 1U;1;5,96;5,96;8,95;8,95;21,00;01/05/2029;
8470003349697;334969;APOSAN TIRAS 20 UN 1 TAM;1;1,39;1,39;2,95;2,95;10,00;01/02/2030;
8470003432108;343210;APOSAN TIRAS 30 UN 4 TAM;1;1,75;1,75;2,95;2,95;10,00;01/05/2030;
8470002126404;212640;APOSAN TIRAS ESPUMA 20U;1;1,75;1,75;3,95;3,95;10,00;01/08/2028;
8470002071742;207174;APOSAN TIRAS SUTURA 3P + 4G;1;2,09;2,09;3,95;3,95;10,00;01/03/2030;
8470003587396;358739;APOSAN TIRAS TELA 10U 10x6cm;1;1,75;1,75;2,95;2,95;10,00;01/05/2030;
8470004475081;447508;APOSAN VENDA CREPE 4X7;1;0,54;0,54;1,22;1,22;10,00;01/11/2029;
8470002023239;202323;APOSAN VENDA ELAST COHES 4.5x5CM;1;1,55;1,55;2,95;2,95;10,00;01/02/2028;
8470001887016;188701;APOSITO APOSAN AGUA 7.5*5 10UN;1;1,39;1,39;2,95;2,95;10,00;01/01/2030;
8470001887009;188700;APOSITO APOSAN AGUA 7*2 10UN;1;1,05;1,05;1,95;1,95;10,00;01/01/2030;
8470001741738;174173;APOSITO ESTERIL TEJIDO SIN TEJER ADHESIVO 10 APOSITOS 10 cm x 6 cm;5;2,28;11,40;24,75;4,95;10,00;01/10/2027;
8470001741745;174174;APOSITO ESTERIL TEJIDO SIN TEJER ADHESIVO ACOFAR 10 APOSITOS 10 cm x 8 cm;7;2,84;19,88;62,65;8,95;10,00;01/10/2027;
8470001741721;174172;APOSITO ESTERIL TEJIDO SIN TEJER ADHESIVO ACOFAR 10 APOSITOS 7,2 cm x 5 cm;3;2,09;6,27;11,85;3,95;10,00;01/12/2029;
8470001742407;174240;APOSITO FARMA AMP DEDOS 6UDS;1;3,64;3,64;5,95;5,95;10,00;01/09/2026;
8470001742421;174242;APOSITO FARMA AMP TALON 5UDS;2;3,74;7,48;11,90;5,95;10,00;01/11/2028;
8470001848512;184851;APOSITO TNT APOSAN 6*10 10UN;1;1,33;1,33;2,95;2,95;10,00;01/04/2027;
8470001848529;184852;APOSITO TNT APOSAN 7.5*5 10 UN;2;1,36;2,72;5,90;2,95;10,00;01/09/2030;
8470007536161;753616;APROVEL 150 MG 28 COMP;1;5,28;5,28;7,74;7,74;4,00;01/06/2028;
8470004960679;496067;AQUACEL AG 15X14.5 3 APOSITOS;1;28,09;28,09;32,89;32,89;10,00;01/05/2027;
8470002177178;217717;AQUILEA DIGEST TOTAL 12 STICKS;1;7,23;7,23;13,95;13,95;10,00;01/03/2027;
8470001969392;196939;AQUILEA DRENANTE 15 STICKS;1;8,10;8,10;14,95;14,95;10,00;01/03/2027;
8470001507150;150715;AQUILEA GASES 20 SOBRES;2;3,54;7,08;11,90;5,95;10,00;01/10/2027;
8470002152762;215276;AQUILEA MAGNESIO 56 COMP;1;14,74;14,74;21,95;21,95;10,00;01/07/2028;
8470002152755;215275;AQUILEA MAGNESIO+K 56 COMP;1;17,08;17,08;25,95;25,95;10,00;01/11/2027;
8470001809698;180969;AQUILEA MUCUS 15 COMP;1;6,59;6,59;9,95;9,95;10,00;01/10/2026;
8470001548368;154836;AQUILEA OMEGA 3 90 CAPS;1;15,37;15,37;22,95;22,95;10,00;01/07/2028;
8470002179578;217957;AQUILEA ONBALANCE FOCUS 60 GOM;1;13,46;13,46;25,95;25,95;10,00;01/03/2027;
8470001615978;161597;AQUILEA PROPOLIS SPRAY 50 ML;3;6,90;20,70;32,85;10,95;10,00;01/07/2027;
8470001993083;199308;AQUILEA SUEÑO FORTE 30 COM;1;12,50;12,50;17,95;17,95;10,00;01/06/2027;
8470002107465;210746;AQUILEA SUEÑO FORTE 60 COMP;1;6,95;6,95;27,95;27,95;10,00;01/02/2027;
8470003405621;340562;AQUILEA TRANQUIL 40 SOBR;1;5,57;5,57;8,95;8,95;10,00;01/11/2026;
8470003649506;364950;AQUILEA TRANQUILIDAD 20 INFUS;1;3,87;3,87;6,95;6,95;10,00;01/04/2027;
8470001816658;181665;AQUORAL FORTE 0.5 ML 30 MONOD;1;12,60;12,60;18,95;18,95;10,00;01/05/2027;
8470001918260;191826;AQUORAL FORTE MULTIDOSIS 10ML;5;11,99;59,95;94,75;18,95;10,00;01/05/2028;
8470001856517;185651;AQUORAL NOCHE 5 GR;1;11,70;11,70;16,95;16,95;10,00;01/05/2027;
8470002049949;204994;ARCID 12 STICK 10 ML;1;8,47;8,47;9,95;9,95;10,00;01/04/2027;
8470006600795;660079;ARCOXIA 30 MG 28 COMP;1;3,49;3,49;5,37;5,37;4,00;01/01/2028;
8470006565322;656532;ARCOXIA 60 MG 28 COMP;1;6,83;6,83;10,74;10,74;4,00;01/05/2028;
8470006565339;656533;ARCOXIA 90 MG 28 COMP;1;10,24;10,24;16,11;16,11;4,00;01/05/2028;
8470008018451;801845;AREMIS 100 MG 30 COMP;1;7,94;7,94;11,66;11,66;4,00;01/05/2029;
8470007111689;711168;ARGENPAL 10 VARILLAS;1;5,61;5,61;8,24;8,24;4,00;01/09/2028;
8470006640609;664060;ARICEPT 10 MG 28 COMP;1;39,95;39,95;58,63;58,63;4,00;01/10/2028;
8470006640784;664078;ARICEPT 5 MG 28 COMP;1;19,99;19,99;29,32;29,32;4,00;Sin Fecha Cad.;
8470007063759;706375;ARIPIPRAZOL NORMON 15MG28CO;1;14,43;14,43;70,76;70,76;4,00;01/09/2026;
8470007092186;709218;ARIPIPRAZOL NORMON 1MG0150ML;1;5,08;5,08;25,27;25,27;4,00;01/03/2027;
8470007063728;706372;ARIPIPRAZOL NORMON 5MG 28CO;1;4,81;4,81;23,59;23,59;4,00;01/03/2027;
8470002003293;200329;ARKOCAPS ACEITE ONAGRA 200 PER;1;18,43;18,43;26,95;26,95;10,00;01/10/2028;
8470001799043;179904;ARKOCAPS CURCUMA 40 CAPS;1;10,89;10,89;16,95;16,95;10,00;01/04/2028;
8470001826565;182656;ARKOCAPSULAS ALCACHOFA 40 CAP;1;6,85;6,85;10,95;10,95;10,00;01/01/2028;
8470002972599;297259;ARKOCAPSULAS JENGIBRE 40 CAP;1;6,85;6,85;9,95;9,95;10,00;01/04/2028;
8470006644430;664443;ARKOCAPSULAS PASIFLORA 45 CAPS;1;7,98;7,98;11,38;11,38;4,00;01/04/2030;
8470002347700;234770;ARKOVOX MIEL-LIMON 24 COMP;1;6,27;6,27;11,95;11,95;10,00;01/12/2026;
8470002678071;267807;ARKOVOX PROPOLIS SPRAY 30 ML;1;8,53;8,53;12,95;12,95;10,00;01/04/2028;
8470001987556;198755;ARMOLIPID PLUS 30COM;1;18,73;18,73;33,95;33,95;10,00;01/01/2027;
8470002048041;204804;ARMOLIPID PLUS 60 COMP;1;43,81;43,81;59,95;59,95;10,00;01/10/2027;
8470002511972;251197;ARNIDOL GEL STICK 15 ML;1;6,79;6,79;9,95;9,95;21,00;01/10/2028;
8470001719089;171908;ARNIDOL PIC ROLL ON 30 ML;3;7,71;23,13;35,85;11,95;21,00;01/01/2029;
8470001948519;194851;ARNIDOL ROLL ON 15 ML;2;7,47;14,94;21,90;10,95;21,00;01/10/2036;
8470008666249;866624;AROMASIL 25 MG 30 COMP;1;65,93;65,93;96,66;96,66;4,00;01/05/2028;
8470007080206;708020;ARROX 10X28 EFG;1;6,49;6,49;9,52;9,52;4,00;01/12/2027;
8470007080237;708023;ARROX 20X28 EFG;1;12,98;12,98;19,05;19,05;4,00;01/11/2027;
8470007080220;708022;ARROX 5X28 EFG;1;3,25;3,25;4,76;4,76;4,00;01/10/2027;
8470007586043;758604;ARROX PLUS 4010MG 30 COMP;1;10,86;10,86;15,92;15,92;4,00;01/06/2028;
8470007114574;711457;ARTANE 2 MG 25 TABL;5;1,29;6,45;9,45;1,89;4,00;01/04/2030;
8470008478637;847863;ARTEDIL 10 MG 28 COMP;1;4,83;4,83;7,09;7,09;4,00;01/05/2028;
KE805775;KE805775;ARTICARE PLUS KEEP GOING 120 CAPS;2;42,07;84,14;59,90;29,95;10,00;Sin Fecha Cad.;
8470001930125;193012;ARTICOLAGENO NATIVO PLUS 30COM;1;21,40;21,40;32,95;32,95;10,00;01/03/2028;
8470003040068;304006;ASPIRADOR NASAL SUAVINEX;1;4,14;4,14;6,95;6,95;21,00;01/02/2027;
8470001639202;163920;ASPIRADOR NASAL SUAVINEX ANATOMICO RECAMBIO 10 UNIDADES;1;3,22;3,22;4,95;4,95;21,00;01/12/2026;
8470007127864;712786;ASPIRINA 500 MG 20 COMP;1;4,73;4,73;6,93;6,93;4,00;01/06/2029;
8470006603703;660370;ASPIRINA 500 MG 20 COMP EFERV;1;8,78;8,78;12,88;12,88;4,00;01/07/2028;
8470006545713;654571;ASPIRINA 500 MG GRANUL 10 SOBR;1;4,67;4,67;7,92;7,92;4,00;01/09/2026;
8470006615232;661523;ASPIRINA 500 MG GRANUL 20 SOBR;1;7,82;7,82;12,88;12,88;4,00;01/07/2026;
8470007127291;712729;ASPIRINA C 10 COMP EFERV;1;5,40;5,40;7,92;7,92;4,00;01/07/2028;
8470008329496;832949;ASPIRINA PLUS 500 MG 20 COMP;1;4,88;4,88;7,88;7,88;4,00;01/07/2029;
8470006882887;688288;ASTEFOR 40030 MG 30 SOBRES;1;4,79;4,79;7,02;7,02;4,00;01/11/2027;
8470001776518;177651;ASTENOLIT 12 VIALES BEBIBLES;3;8,63;25,89;44,85;14,95;10,00;01/05/2027;
8470002009950;200995;ASTENOLIT RECUPERA 12 VIALES;7;9,34;65,38;104,65;14,95;10,00;01/02/2027;
8470007664178;766417;ASTRILAX 20 MG 20 COMP;2;6,51;13,02;28,00;14,00;4,00;01/02/2030;
8470007664130;766413;ASTRILAX FLAS 20 MG 10 COMP;3;6,40;19,20;35,82;11,94;4,00;01/03/2029;
8470007664147;766414;ASTRILAX FLAS 20 MG 20 COMP;1;6,79;6,79;14,96;14,96;4,00;01/03/2029;
